frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.flags
"1784065652.476894891","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065652.478326138","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065652.521122762","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065652.968675459","127.0.0.1","127.0.0.1","57662","34719","601","0x0018"
"1784065652.971958900","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065652.972039644","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065652.988247632","127.0.0.1","127.0.0.1","34719","57662","154","0x0018"
"1784065652.988264933","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065653.220315865","127.0.0.1","127.0.0.1","57662","34719","230","0x0018"
"1784065653.220316772","127.0.0.1","127.0.0.1","57668","34719","183","0x0018"
"1784065653.221857676","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065653.221878570","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065653.221937260","127.0.0.1","127.0.0.1","34719","57662","890","0x0018"
"1784065653.221959780","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065653.226815953","127.0.0.1","127.0.0.1","57668","34719","156","0x0018"
"1784065653.226900122","127.0.0.1","127.0.0.1","57662","34719","233","0x0018"
"1784065653.227072031","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065653.228740899","127.0.0.1","127.0.0.1","34719","57662","896","0x0018"
"1784065653.228757509","127.0.0.1","127.0.0.1","57662","34719","288","0x0018"
"1784065653.230377756","127.0.0.1","127.0.0.1","34719","57662","1004","0x0018"
"1784065653.230737286","127.0.0.1","127.0.0.1","57662","34719","261","0x0018"
"1784065653.232242403","127.0.0.1","127.0.0.1","34719","57662","950","0x0018"
"1784065653.232257934","127.0.0.1","127.0.0.1","57662","34719","235","0x0018"
"1784065653.233685021","127.0.0.1","127.0.0.1","34719","57662","900","0x0018"
"1784065653.234557828","127.0.0.1","127.0.0.1","57662","34719","223","0x0018"
"1784065653.235944978","127.0.0.1","127.0.0.1","34719","57662","876","0x0018"
"1784065653.236787542","127.0.0.1","127.0.0.1","57662","34719","229","0x0018"
"1784065653.238031841","127.0.0.1","127.0.0.1","34719","57662","175","0x0018"
"1784065653.259045841","127.0.0.1","127.0.0.1","57668","34719","183","0x0018"
"1784065653.260457811","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065653.281953443","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065653.289779014","127.0.0.1","127.0.0.1","57668","34719","156","0x0018"
"1784065653.291275436","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065653.322788524","127.0.0.1","127.0.0.1","57668","34719","186","0x0018"
"1784065653.322795826","127.0.0.1","127.0.0.1","57662","34719","291","0x0018"
"1784065653.324356204","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065653.324465095","127.0.0.1","127.0.0.1","34719","57662","1010","0x0018"
"1784065653.324487340","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065653.365168619","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065653.391567567","127.0.0.1","127.0.0.1","57668","34719","186","0x0018"
"1784065653.393156421","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065653.393259267","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065653.612026034","127.0.0.1","127.0.0.1","57668","34719","156","0x0018"
"1784065653.613419256","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065653.613433105","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065653.670048085","127.0.0.1","127.0.0.1","57662","34719","87","0x0018"
"1784065653.713200305","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065653.811677950","127.0.0.1","127.0.0.1","57668","34719","87","0x0018"
"1784065653.853437526","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065653.871292490","127.0.0.1","127.0.0.1","57662","34719","601","0x0018"
"1784065653.871368470","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065653.873370954","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065653.873437758","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.079799586","127.0.0.1","127.0.0.1","34719","57662","83","0x0018"
"1784065654.079906686","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.216592203","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065654.216646677","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065654.216682536","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065654.217116334","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065654.217131724","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065654.218520804","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065654.218540376","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.223787312","127.0.0.1","127.0.0.1","34719","57662","136","0x0018"
"1784065654.223801643","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.230566491","127.0.0.1","127.0.0.1","57668","34719","155","0x0018"
"1784065654.232059391","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065654.273103201","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065654.488940373","127.0.0.1","127.0.0.1","34719","57668","83","0x0018"
"1784065654.488993291","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065654.718379767","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065654.718391490","127.0.0.1","127.0.0.1","57662","34719","125","0x0018"
"1784065654.719800226","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065654.719818300","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065654.720070256","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065654.720083981","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.726012822","127.0.0.1","127.0.0.1","34719","57662","232","0x0018"
"1784065654.726037446","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.728891716","127.0.0.1","127.0.0.1","57668","34719","199","0x0018"
"1784065654.730346358","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065654.735654580","127.0.0.1","127.0.0.1","57668","34719","250","0x0018"
"1784065654.737189521","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065654.747163581","127.0.0.1","127.0.0.1","34719","57662","154","0x0018"
"1784065654.747195721","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.753778025","127.0.0.1","127.0.0.1","57668","34719","173","0x0018"
"1784065654.755226346","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065654.801142129","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065654.804037398","127.0.0.1","127.0.0.1","57668","34719","184","0x0018"
"1784065654.805486946","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065654.805622611","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065654.806553523","127.0.0.1","127.0.0.1","34719","57662","209","0x0018"
"1784065654.806571379","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.808851750","127.0.0.1","127.0.0.1","57668","34719","188","0x0018"
"1784065654.810288787","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065654.817408668","127.0.0.1","127.0.0.1","34719","57662","247","0x0018"
"1784065654.817424265","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065654.818342217","127.0.0.1","127.0.0.1","57668","34719","282","0x0018"
"1784065654.819939004","127.0.0.1","127.0.0.1","34719","57668","155","0x0018"
"1784065654.820684734","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065654.861066201","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065655.323816634","127.0.0.1","127.0.0.1","57662","34719","136","0x0018"
"1784065655.325576753","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065655.325594918","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065655.392519875","127.0.0.1","127.0.0.1","57668","34719","183","0x0018"
"1784065655.392552935","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065655.393972998","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.413169873","127.0.0.1","127.0.0.1","57668","34719","186","0x0018"
"1784065655.414857835","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.430835866","127.0.0.1","127.0.0.1","57668","34719","156","0x0018"
"1784065655.432220873","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.444745946","127.0.0.1","127.0.0.1","57668","34719","183","0x0018"
"1784065655.446119121","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.469101307","127.0.0.1","127.0.0.1","57668","34719","186","0x0018"
"1784065655.470535161","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.479566067","127.0.0.1","127.0.0.1","57668","34719","156","0x0018"
"1784065655.480934997","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.493671651","127.0.0.1","127.0.0.1","57668","34719","183","0x0018"
"1784065655.494968729","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.517173411","127.0.0.1","127.0.0.1","57668","34719","186","0x0018"
"1784065655.518715040","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.541930812","127.0.0.1","127.0.0.1","57668","34719","156","0x0018"
"1784065655.543367010","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065655.585085015","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065774.445413244","172.18.203.227","185.125.190.57",,,"92",
"1784065774.708481335","185.125.190.57","172.18.203.227",,,"92",
"1784065656.304193926","127.0.0.1","127.0.0.1","34719","57662","234","0x0018"
"1784065656.304219088","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065656.305697597","127.0.0.1","127.0.0.1","57668","34719","269","0x0018"
"1784065656.307437177","127.0.0.1","127.0.0.1","34719","57668","155","0x0018"
"1784065656.307451889","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065656.308299417","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065656.348467404","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065656.753078285","127.0.0.1","127.0.0.1","34719","57662","154","0x0018"
"1784065656.753100922","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065656.835796666","127.0.0.1","127.0.0.1","57668","34719","130","0x0018"
"1784065656.835825802","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065656.837145453","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065656.880440169","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065657.020808666","127.0.0.1","127.0.0.1","57668","34719","148","0x0018"
"1784065657.022289534","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065657.022308846","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065657.034410520","127.0.0.1","127.0.0.1","57668","34719","145","0x0018"
"1784065657.036144299","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065657.068215809","127.0.0.1","127.0.0.1","57668","34719","172","0x0018"
"1784065657.069657620","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065657.091190464","127.0.0.1","127.0.0.1","34719","57668","340","0x0018"
"1784065657.091250524","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065657.092892912","127.0.0.1","127.0.0.1","57668","34719","182","0x0018"
"1784065657.111964219","127.0.0.1","127.0.0.1","34719","57668","226","0x0018"
"1784065657.111989897","127.0.0.1","127.0.0.1","57668","34719","175","0x0018"
"1784065657.112478406","127.0.0.1","127.0.0.1","34719","57668","175","0x0018"
"1784065657.114090154","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065657.114646748","127.0.0.1","127.0.0.1","34719","57668","6309","0x0018"
"1784065657.114663292","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065657.117207081","127.0.0.1","127.0.0.1","57662","34719","1056","0x0018"
"1784065657.119464363","127.0.0.1","127.0.0.1","34719","57662","114","0x0018"
"1784065657.119479291","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065657.160429086","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065657.160438856","127.0.0.1","127.0.0.1","57668","34719","5302","0x0018"
"1784065657.160466371","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065657.162155759","127.0.0.1","127.0.0.1","34719","57668","2489","0x0018"
"1784065657.170153094","127.0.0.1","127.0.0.1","57668","34719","186","0x0018"
"1784065657.171551233","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065657.212574349","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065657.215695834","127.0.0.1","127.0.0.1","34719","57668","1703","0x0018"
"1784065657.215742019","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065657.216936823","127.0.0.1","127.0.0.1","57668","34719","110","0x0018"
"1784065657.260443389","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065657.415436651","127.0.0.1","127.0.0.1","34719","57668","111","0x0018"
"1784065657.418898981","127.0.0.1","127.0.0.1","57668","34719","941","0x0018"
"1784065657.418919329","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065657.420443174","127.0.0.1","127.0.0.1","34719","57668","206","0x0018"
"1784065657.421534557","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065657.426447774","127.0.0.1","127.0.0.1","34719","57668","252","0x0018"
"1784065657.427564503","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065657.427698624","127.0.0.1","127.0.0.1","34719","57668","695","0x0018"
"1784065657.428655851","127.0.0.1","127.0.0.1","57668","34719","146","0x0018"
"1784065657.472620995","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065657.657292055","127.0.0.1","127.0.0.1","57662","34719","601","0x0018"
"1784065657.659110087","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065657.659140110","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.003453901","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065658.003518299","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065658.003542492","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065658.004822944","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.005173742","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065658.005190593","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.010708395","127.0.0.1","127.0.0.1","34719","57662","173","0x0018"
"1784065658.010722362","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.018696320","127.0.0.1","127.0.0.1","57668","34719","192","0x0018"
"1784065658.020104663","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.060479115","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065658.171120735","127.0.0.1","127.0.0.1","57662","34719","127","0x0018"
"1784065658.171137875","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065658.172665777","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.172679505","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065658.173395957","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065658.173415470","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.179048257","127.0.0.1","127.0.0.1","34719","57662","522","0x0018"
"1784065658.179073395","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.185478755","127.0.0.1","127.0.0.1","57662","34719","140","0x0018"
"1784065658.186723453","127.0.0.1","127.0.0.1","57668","34719","540","0x0018"
"1784065658.187130709","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065658.188085794","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.228555719","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.228599893","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065658.673165610","127.0.0.1","127.0.0.1","57662","34719","87","0x0018"
"1784065658.716426410","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065658.800747217","127.0.0.1","127.0.0.1","57668","34719","87","0x0018"
"1784065658.848454819","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065658.866813150","127.0.0.1","127.0.0.1","57668","34719","128","0x0018"
"1784065658.866813219","127.0.0.1","127.0.0.1","57662","34719","125","0x0018"
"1784065658.866832813","127.0.0.1","127.0.0.1","34719","57668","68","0x0010"
"1784065658.866833233","127.0.0.1","127.0.0.1","34719","57662","68","0x0010"
"1784065658.868135827","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.868153937","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065658.868311611","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065658.868331710","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.873714365","127.0.0.1","127.0.0.1","34719","57662","240","0x0018"
"1784065658.873728355","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.880700026","127.0.0.1","127.0.0.1","57668","34719","209","0x0018"
"1784065658.882173509","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.882196825","127.0.0.1","127.0.0.1","57668","34719","258","0x0018"
"1784065658.883488527","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.900004452","127.0.0.1","127.0.0.1","34719","57662","159","0x0018"
"1784065658.900024925","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065658.906832331","127.0.0.1","127.0.0.1","57668","34719","178","0x0018"
"1784065658.908183680","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.948485822","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065658.953753871","127.0.0.1","127.0.0.1","57668","34719","189","0x0018"
"1784065658.955211315","127.0.0.1","127.0.0.1","34719","57668","106","0x0018"
"1784065658.955292609","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065659.015655269","127.0.0.1","127.0.0.1","34719","57662","209","0x0018"
"1784065659.015677661","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065659.018220106","127.0.0.1","127.0.0.1","57668","34719","188","0x0018"
"1784065659.018490423","127.0.0.1","127.0.0.1","34719","57668","142","0x0018"
"1784065659.018561500","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065659.082962864","127.0.0.1","127.0.0.1","34719","57662","83","0x0018"
"1784065659.082979391","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065659.493076865","127.0.0.1","127.0.0.1","34719","57668","83","0x0018"
"1784065659.493122452","127.0.0.1","127.0.0.1","57668","34719","68","0x0010"
"1784065659.496048050","127.0.0.1","127.0.0.1","57662","34719","294","0x0018"
"1784065659.496048176","127.0.0.1","127.0.0.1","57668","34719","189","0x0018"
"1784065659.497458561","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065659.497845954","127.0.0.1","127.0.0.1","34719","57662","1016","0x0018"
"1784065659.497864511","127.0.0.1","127.0.0.1","57662","34719","68","0x0010"
"1784065659.502625331","127.0.0.1","127.0.0.1","57668","34719","182","0x0018"
"1784065659.502629580","127.0.0.1","127.0.0.1","57662","34719","287","0x0018"
"1784065659.504136966","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065659.504211347","127.0.0.1","127.0.0.1","34719","57662","1002","0x0018"
"1784065659.516373615","127.0.0.1","127.0.0.1","57668","34719","175","0x0018"
"1784065659.516377996","127.0.0.1","127.0.0.1","57662","34719","280","0x0018"
"1784065659.517771312","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065659.517852304","127.0.0.1","127.0.0.1","34719","57662","988","0x0018"
"1784065659.519478466","127.0.0.1","127.0.0.1","57662","34719","136","0x0018"
"1784065659.520975820","127.0.0.1","127.0.0.1","34719","57662","92","0x0018"
"1784065659.523463169","127.0.0.1","127.0.0.1","57668","34719","172","0x0018"
"1784065659.523463967","127.0.0.1","127.0.0.1","57662","34719","277","0x0018"
"1784065659.524788220","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065659.524846383","127.0.0.1","127.0.0.1","34719","57662","982","0x0018"
"1784065659.537155651","127.0.0.1","127.0.0.1","57668","34719","175","0x0018"
"1784065659.537155782","127.0.0.1","127.0.0.1","57662","34719","238","0x0018"
"1784065659.538482331","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065659.538645306","127.0.0.1","127.0.0.1","34719","57662","906","0x0018"
"1784065659.539607192","127.0.0.1","127.0.0.1","57662","34719","280","0x0018"
"1784065659.540993861","127.0.0.1","127.0.0.1","34719","57662","988","0x0018"
"1784065659.544177274","127.0.0.1","127.0.0.1","57668","34719","182","0x0018"
"1784065659.544226334","127.0.0.1","127.0.0.1","57662","34719","287","0x0018"
"1784065659.544445623","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065659.545572092","127.0.0.1","127.0.0.1","34719","57662","1002","0x0018"
"1784065659.558125146","127.0.0.1","127.0.0.1","57662","34719","281","0x0018"
"1784065659.558127964","127.0.0.1","127.0.0.1","57668","34719","176","0x0018"
"1784065659.559471338","127.0.0.1","127.0.0.1","34719","57668","112","0x0018"
"1784065659.559605061","127.0.0.1","127.0.0.1","34719","57662","990","0x0018"
"1784065659.572162638","127.0.0.1","127.0.0.1","57668","34719","145","0x0018"
"1784065659.572191196","127.0.0.1","127.0.0.1","57662","34719","249","0x0018"
